,"subject,melody,note,onset,duration,ioi,pitch,probe,response,time,known,liked,interval,rt,musical,training,playing"
948,"37,hymn_163_b,9,8000000,1000000,1000000,74,1,2,10419823,No,4,8,2419.823,TRUE,5,8"
949,"37,hymn_190_b,41,40000000,1000000,1000000,72,1,2,43100755,No,3,5,3100.755,TRUE,5,8"
950,"37,hymn_213_b,21,20000000,1000000,1000000,68,1,4,22763122,No,3,-4,2763.122,TRUE,5,8"
951,"37,hymn_233_b,18,17000000,1000000,1000000,75,1,2,20277941,No,3,7,3277.941,TRUE,5,8"
952,"37,hymn_267_b,53,52000000,1000000,1000000,68,1,3,54909211,No,4,-7,2909.211,TRUE,5,8"
953,"37,hymn_273_b,9,8000000,1000000,1000000,64,1,2,10203666,No,4,-7,2203.666,TRUE,5,8"
954,"37,hymn_291_b,14,13000000,1000000,1000000,71,1,2,15006193,No,4,-1,2006.193,TRUE,5,8"
955,"37,hymn_295_b,11,10000000,1000000,1000000,71,1,4,12884959,No,4,-5,2884.959,TRUE,5,8"
956,"37,hymn_311_b,21,20000000,1000000,1000000,74,1,2,22111303,No,4,3,2111.303,TRUE,5,8"
957,"37,hymn_388b_b,9,8000000,1000000,1000000,72,1,3,11032531,No,4,5,3032.531,TRUE,5,8"
958,"37,hymn_444_b,10,9000000,1000000,1000000,74,1,7,11919863,No,3,5,2919.863,TRUE,5,8"
959,"37,hymn_526_b,35,34000000,1000000,1000000,77,1,7,36526426,No,4,5,2526.426,TRUE,5,8"
960,"37,hymn_542_b,12,11000000,1000000,1000000,72,1,2,13304684,No,4,-4,2304.684,TRUE,5,8"
961,"37,hymn_565_b,9,8000000,1000000,1000000,74,1,2,10838593,No,2,12,2838.593,TRUE,5,8"
962,"38,hymn_007_b,26,25000000,1000000,1000000,71,1,4,26932987,No,3,5,1932.987,TRUE,16,16"
963,"38,hymn_022_b,22,21000000,1000000,1000000,75,1,6,22842007,No,2,6,1842.007,TRUE,16,16"
964,"38,hymn_025_b,9,8000000,1000000,1000000,75,1,5,9822426,No,3,12,1822.426,TRUE,16,16"
965,"38,hymn_039_b,21,20000000,1000000,1000000,64,1,6,22001711,No,4,-5,2001.711,TRUE,16,16"
966,"38,hymn_047_b,10,9000000,1000000,1000000,71,1,7,11039365,No,4,2,2039.365,TRUE,16,16"
967,"38,hymn_054_b,22,21000000,1000000,1000000,76,1,5,23052219,No,2,7,2052.219,TRUE,16,16"
968,"38,hymn_073_b,9,8000000,1000000,1000000,75,1,6,10266860,No,3,8,2266.86,TRUE,16,16"
969,"38,hymn_081_b,58,57000000,1000000,1000000,74,1,6,59102987,No,2,5,2102.987,TRUE,16,16"
970,"38,hymn_119_b,17,16000000,1000000,1000000,66,1,6,18054721,No,3,-1,2054.721,TRUE,16,16"
971,"38,hymn_124a_b,9,8000000,1000000,1000000,72,1,6,10388061,No,3,5,2388.061,TRUE,16,16"
972,"38,hymn_127_b,46,45000000,1000000,1000000,61,1,7,46870448,No,4,-1,1870.448,TRUE,16,16"
973,"38,hymn_161_b,13,12000000,1000000,1000000,65,1,5,13674613,No,3,-3,1674.613,TRUE,16,16"
974,"38,hymn_163_b,9,8000000,1000000,1000000,74,1,5,9984281,No,2,8,1984.281,TRUE,16,16"
975,"38,hymn_190_b,41,40000000,1000000,1000000,72,1,3,42124880,No,3,5,2124.88,TRUE,16,16"
976,"38,hymn_213_b,21,20000000,1000000,1000000,68,1,6,22435845,No,3,-4,2435.845,TRUE,16,16"
977,"38,hymn_233_b,18,17000000,1000000,1000000,75,1,5,18989283,No,3,7,1989.283,TRUE,16,16"
978,"38,hymn_267_b,53,52000000,1000000,1000000,68,1,4,54493195,No,2,-7,2493.195,TRUE,16,16"
979,"38,hymn_273_b,9,8000000,1000000,1000000,64,1,7,17780373,Yes,3,-7,9780.373,TRUE,16,16"
980,"38,hymn_291_b,14,13000000,1000000,1000000,71,1,7,14590518,No,2,-1,1590.518,TRUE,16,16"
981,"38,hymn_295_b,11,10000000,1000000,1000000,71,1,3,12229947,No,2,-5,2229.947,TRUE,16,16"
982,"38,hymn_311_b,21,20000000,1000000,1000000,74,1,4,21796139,No,3,3,1796.139,TRUE,16,16"
983,"38,hymn_388b_b,9,8000000,1000000,1000000,72,1,7,10469667,No,3,5,2469.667,TRUE,16,16"
984,"38,hymn_444_b,10,9000000,1000000,1000000,74,1,4,10982072,No,3,5,1982.072,TRUE,16,16"
985,"38,hymn_526_b,35,34000000,1000000,1000000,77,1,6,36000185,No,1,5,2000.185,TRUE,16,16"
986,"38,hymn_542_b,12,11000000,1000000,1000000,72,1,3,13182124,No,2,-4,2182.124,TRUE,16,16"
987,"38,hymn_565_b,9,8000000,1000000,1000000,74,1,4,10190827,No,2,12,2190.827,TRUE,16,16"
988,"39,hymn_007_b,26,25000000,1000000,1000000,71,1,5,28446441,No,4,5,3446.441,TRUE,22,22"
989,"39,hymn_022_b,22,21000000,1000000,1000000,75,1,3,25301220,No,4,6,4301.22,TRUE,22,22"
990,"39,hymn_025_b,9,8000000,1000000,1000000,75,1,6,10970013,No,5,12,2970.013,TRUE,22,22"
991,"39,hymn_039_b,21,20000000,1000000,1000000,64,1,5,23163225,No,5,-5,3163.225,TRUE,22,22"
992,"39,hymn_047_b,10,9000000,1000000,1000000,71,1,2,11759048,No,4,2,2759.048,TRUE,22,22"
993,"39,hymn_054_b,22,21000000,1000000,1000000,76,1,3,23917921,No,5,7,2917.921,TRUE,22,22"
994,"39,hymn_073_b,9,8000000,1000000,1000000,75,1,5,9978891,No,4,8,1978.891,TRUE,22,22"
995,"39,hymn_081_b,58,57000000,1000000,1000000,74,1,3,60588017,No,5,5,3588.017,TRUE,22,22"
996,"39,hymn_119_b,17,16000000,1000000,1000000,66,1,3,19113280,No,4,-1,3113.28,TRUE,22,22"
997,"39,hymn_124a_b,9,8000000,1000000,1000000,72,1,7,10161179,No,5,5,2161.179,TRUE,22,22"
998,"39,hymn_127_b,46,45000000,1000000,1000000,61,1,6,48495500,No,5,-1,3495.5,TRUE,22,22"
999,"39,hymn_161_b,13,12000000,1000000,1000000,65,1,2,14540933,No,3,-3,2540.933,TRUE,22,22"
1000,"39,hymn_163_b,9,8000000,1000000,1000000,74,1,5,10689661,No,3,8,2689.661,TRUE,22,22"
1001,"39,hymn_190_b,41,40000000,1000000,1000000,72,1,4,44766416,No,4,5,4766.416,TRUE,22,22"
1002,"39,hymn_213_b,21,20000000,1000000,1000000,68,1,4,23303324,No,3,-4,3303.324,TRUE,22,22"
1003,"39,hymn_233_b,18,17000000,1000000,1000000,75,1,3,21181893,No,4,7,4181.893,TRUE,22,22"
1004,"39,hymn_267_b,53,52000000,1000000,1000000,68,1,3,55062000,No,4,-7,3062,TRUE,22,22"
1005,"39,hymn_273_b,9,8000000,1000000,1000000,64,1,5,12840547,No,4,-7,4840.547,TRUE,22,22"
1006,"39,hymn_291_b,14,13000000,1000000,1000000,71,1,7,15254515,No,5,-1,2254.515,TRUE,22,22"
1007,"39,hymn_295_b,11,10000000,1000000,1000000,71,1,5,12032580,No,3,-5,2032.58,TRUE,22,22"
1008,"39,hymn_311_b,21,20000000,1000000,1000000,74,1,4,24078124,No,4,3,4078.124,TRUE,22,22"
1009,"39,hymn_388b_b,9,8000000,1000000,1000000,72,1,3,10545069,No,5,5,2545.069,TRUE,22,22"
1010,"39,hymn_444_b,10,9000000,1000000,1000000,74,1,3,11787728,No,4,5,2787.728,TRUE,22,22"
1011,"39,hymn_526_b,35,34000000,1000000,1000000,77,1,6,37030646,No,4,5,3030.646,TRUE,22,22"
1012,"39,hymn_542_b,12,11000000,1000000,1000000,72,1,5,13786900,No,4,-4,2786.9,TRUE,22,22"
1013,"39,hymn_565_b,9,8000000,1000000,1000000,74,1,6,10552586,No,3,12,2552.586,TRUE,22,22"
1014,"40,hymn_007_b,26,25000000,1000000,1000000,71,1,3,27172498,No,2,5,2172.498,FALSE,0,0"
1015,"40,hymn_022_b,22,21000000,1000000,1000000,75,1,1,23392069,No,2,6,2392.069,FALSE,0,0"
1016,"40,hymn_025_b,9,8000000,1000000,1000000,75,1,3,10593318,No,5,12,2593.318,FALSE,0,0"
1017,"40,hymn_039_b,21,20000000,1000000,1000000,64,1,3,21609167,No,4,-5,1609.167,FALSE,0,0"
1018,"40,hymn_047_b,10,9000000,1000000,1000000,71,1,1,10978758,No,4,2,1978.758,FALSE,0,0"
1019,"40,hymn_054_b,22,21000000,1000000,1000000,76,1,3,22567650,No,3,7,1567.65,FALSE,0,0"
1020,"40,hymn_073_b,9,8000000,1000000,1000000,75,1,1,10972622,No,3,8,2972.622,FALSE,0,0"
1021,"40,hymn_081_b,58,57000000,1000000,1000000,74,1,3,59358406,No,4,5,2358.406,FALSE,0,0"
1022,"40,hymn_119_b,17,16000000,1000000,1000000,66,1,2,18307807,No,3,-1,2307.807,FALSE,0,0"
1023,"40,hymn_124a_b,9,8000000,1000000,1000000,72,1,5,10267797,No,3,5,2267.797,FALSE,0,0"
1024,"40,hymn_127_b,46,45000000,1000000,1000000,61,1,7,46304827,No,4,-1,1304.827,FALSE,0,0"
1025,"40,hymn_161_b,13,12000000,1000000,1000000,65,1,5,15592806,No,2,-3,3592.806,FALSE,0,0"
1026,"40,hymn_163_b,9,8000000,1000000,1000000,74,1,3,11216107,No,4,8,3216.107,FALSE,0,0"
1027,"40,hymn_190_b,41,40000000,1000000,1000000,72,1,7,41469768,No,4,5,1469.768,FALSE,0,0"
1028,"40,hymn_213_b,21,20000000,1000000,1000000,68,1,5,23284056,No,4,-4,3284.056,FALSE,0,0"
1029,"40,hymn_233_b,18,17000000,1000000,1000000,75,1,2,20315483,No,3,7,3315.483,FALSE,0,0"
1030,"40,hymn_267_b,53,52000000,1000000,1000000,68,1,3,55319986,No,2,-7,3319.986,FALSE,0,0"
1031,"40,hymn_273_b,9,8000000,1000000,1000000,64,1,6,10031229,Yes,4,-7,2031.229,FALSE,0,0"
1032,"40,hymn_291_b,14,13000000,1000000,1000000,71,1,5,16795383,No,5,-1,3795.383,FALSE,0,0"
1033,"40,hymn_295_b,11,10000000,1000000,1000000,71,1,5,13263501,No,4,-5,3263.501,FALSE,0,0"
1034,"40,hymn_311_b,21,20000000,1000000,1000000,74,1,5,22188935,No,2,3,2188.935,FALSE,0,0"
1035,"40,hymn_388b_b,9,8000000,1000000,1000000,72,1,4,11057484,No,4,5,3057.484,FALSE,0,0"
1036,"40,hymn_444_b,10,9000000,1000000,1000000,74,1,3,11010571,No,4,5,2010.571,FALSE,0,0"
1037,"40,hymn_526_b,35,34000000,1000000,1000000,77,1,3,36408349,No,5,5,2408.349,FALSE,0,0"
1038,"40,hymn_542_b,12,11000000,1000000,1000000,72,1,4,14021242,No,3,-4,3021.242,FALSE,0,0"
1039,"40,hymn_565_b,9,8000000,1000000,1000000,74,1,3,11930628,No,3,12,3930.628,FALSE,0,0"
